country,market_segment,adults,children,babies,customer_id
RUS,Groups,1,0,0,a62ce621b546047330f5e61fde42a151664ad7e882bfabd443e862dfe119a900
SVK,Direct,2,0,0,e41dfedd8506eb1ee8b22af1e7a14ad11b649e5c621ef35ccc10bd8b9a3fa880
UKR,Direct,1,0,0,574a8b7cec21cf0127059875c8696810eba31042cc6b466305f44df3c8aa78b7
QAT,Online TA,2,0,0,4d01ecdf3f6093e53e6cfe5eb761a26730a2573afee1de8a6ea9b5ae798ed479
SUR,Groups,2,0,0,a31d46adda5392fa959ee3b5ab338479fa662e8616ddcb39325cad3d28ce72a1
PRT,Corporate,2,0,0,01065b5b38c6184717e8586b53542377ae530993c90bc35a7e16e6e1ad36d768
BRA,Online TA,2,0,1,607d0d0709893f68d93d3ddd977c094d635d9486d7bc7c7cdf0ad8aadff528ff
ITA,Groups,1,0,0,4cb8627ee523ccc106a06183f9cedbc7396b9ebc180939e239d2b8fea686b300
ESP,Online TA,2,2,0,88bf70e82ebefb478b3aab274603a425ff1534b9a0d16c16cb6dede016c9cf21
NGA,Offline TA/TO,3,0,0,52bb87c4a5ce50546fd37445dc2ff5f6be6b03d9bbb664f0edbc7e364d60661b
SVK,Offline TA/TO,3,0,0,620d96b76f62bbafc395acd87b8be74d8209424a2ae8437ce8969a8c010bb832
TUR,Direct,1,0,0,73d5dd1160d5308dc25465aa8f02f22cfee54c688c65339f2f5294bb4ac511ae
ESP,Offline TA/TO,3,0,0,e4e2534012ef11d87955f22cd54f4f03dbb1a125873118aa09a975000f19737b
PRT,Complementary,4,0,0,dd93b3a41049683589cf78d7d9036911afe023d05d5c9605d8819c0b376faf35
CZE,Online TA,2,0,0,06484f59b6d70a6f9390531da1461777a27f170ff399b53d173dd7895a9c51df
IRL,Offline TA/TO,1,0,0,df4059e5c913f29980c937e402d26c01f427109ffbe11ac5cd964b299457ef7d
AUT,Groups,1,0,0,8b320c8a47df5fa65b78e0081b9ba6c3627cbd97b022857c7c32adbef5c63dde
IRL,Groups,1,0,0,2cce61a1cf1f4978b48373a27ba1fb71e48f4dc10b45baf4559e438e7a888499
CZE,Direct,2,0,0,a187f671ece5d10484acb6352c1f17a3940bdb65897afeecdd49498df3d7dcd5
SVK,Online TA,2,0,0,8abc2413fc997d79663db1b958832016ce26a95b1435d9627c0d4e6903562433
BRA,Online TA,2,1,0,c25e47a62cd9d8bdb2962a6a8d7a39b0fc428efe9a29e6826c096704fe501568
BRA,Direct,2,2,0,604c6c67d59787eba9caa8953464612fb22f447b5cd46d3e9f19938fb2787a0d
ITA,Online TA,2,2,0,7433d930aa01d67c70a00d2ed809b4bdeca8e377e05442aac71b146cc0ee8dba
OMN,Online TA,2,0,0,b27e96860320a7496e4a88871ca60491e15cf2067258f4c5dedba0995c1b4d7a
PRT,Complementary,2,0,1,f2207ed652a231945dc6419f20f5776193ee0920cf0907b2e6d7740ae0fc010e
AGO,Online TA,2,1,0,12b24145a4880a182db44a6fd28a3dac3d57973910dcc47222a6c23ad74f85d9
USA,Direct,2,3,0,ea1ba64a268eced72f0002659f100a180eb9b9e85f7aff023df20ae92c95984a
MAR,Direct,2,0,0,267e9de864c7b791d01497b6491bba2ed8958743a92f89e2d92c085a0f784783
BRA,Groups,2,0,0,674b7ce5431007f56bd5e2e302c69b76c33c32cae00fc2f781456c678e84b699
BEL,Direct,3,1,0,3a3b7c2bbfa515cb11e7e0f29fda4119ffedc04ce02d8719bbf3d8df3dfe0fae
GBR,Direct,2,1,1,e267b4ce00da8637fbf322b0c9f3622a17fe7e7eebb08d9eb17a89cc9e31b045
IRL,Direct,3,1,0,6dbf69cb975e6abd0a28cbc462d7f0e1eb8f7ef7b103a5c4b913d8e725b34c1e
MEX,Corporate,2,0,0,64ff89c371cbd8add398b3b5bea21f8c72df95df5d4e777b6b2e2c7341704d25
POL,Online TA,3,0,0,c16c059958e582cd25a6ffc5c43965bbcd30bfaf2292bd57ad553aa3dc3dabcb
MLT,Online TA,2,0,0,b8a650ebceabf7a295b0b600a62bdc4c2d7bb94bcd543b95c0f4674dad1a7c2d
CHE,Groups,1,0,0,333377338895c587a7d2d45b77723c0dc668ba9220b523a2f801bc40711c8789
PRT,Offline TA/TO,3,0,0,9e54583c943a743f1cf864dd93e731242fb6bfd46393254a30be82f909fe78bf
PRT,Complementary,2,0,0,ab1119b95842bdbbe80fb39bcc65fae769e48f3b6316242f969bcabdb38c09ae
PRT,Direct,4,0,1,cddcde2298812252e3d61f02d7e94ac2d87978e368d9f08867902f770649114d
GRC,Online TA,1,0,0,84788d9b6c209e31cb0785ec47f8cd4adf583af43b332529e2717dba98f650db
SVN,Online TA,2,2,0,e760c704c423b099f7f437c1294f5d61fed4a4c657ba0eef560ed539ee1d380b
FRA,Offline TA/TO,1,2,0,18a2fef32debe2cd9b23a1a8fd24d4519b6283c639bd48c8227f8c1e5eb8a48e
THA,Direct,2,0,0,714a4141745a5d1d1712e6a42c31d02e990448f77bdc81207ada8d69bf591b2d
FRA,Direct,2,0,1,01da10d8ca545676c8025edaca99c513d944a784ec32e7f823671cd7c36666e9
NLD,Offline TA/TO,1,0,0,fd52a81835f01628dc5882e0f4720031762be4c010fe132a6643fb3bd1e3ec81
POL,Groups,2,0,0,aed4805559f8e8e27a4d417beb69b05ec3b12ed603c3e589819d971aa94c8a72
HRV,Online TA,2,0,0,d085dfc77aa6d8f8fd6345e5ea2911c0c63479673636936e79837cc60c105dc6
FIN,Online TA,2,2,0,295e370235bc26497e9fc18d7c3a460d9c4548eec78a2fbb163707dcc5c84522
ARG,Online TA,2,0,0,a1dc0bdc5d308e7dd68f772ff467d0b378dcb72d7ef2caca192527f237d4283b
RUS,Direct,2,0,0,9278a14b2fc8574cfc4361feaa32e062654eae7089c8ab9dcc314b381dfe584c
BRA,Offline TA/TO,2,1,0,2f78e719f8ae784f35a13c3952f27a4db5f110102aae73d195492e6204f9333c
POL,Online TA,3,1,0,01143bfd869e5577cde37bcf512670307f1d2a309e703a5a598052b134089aa8
PRT,Offline TA/TO,1,1,0,3a34d154e34166e03ac27f37e2783b4322efb7a5293b69125cf0813aca237b50
EST,Direct,2,1,0,976821fc742f072f3bf697696cf395bfeaaf7aa0855b8bcd1d8c07df5abc847c
CN,Direct,2,0,0,ff80aa72107ee53542dfe29f6c65f5aa83e8fcc3ec7876a1ecab751179d289ec
GBR,Corporate,2,0,0,502941c4173080eef916193f5c3c37bb3cd4e171c4562c3a1d2a9bcdd2b75450
GBR,Offline TA/TO,1,2,0,bb98be90c64840076d4e09d38958f55713728672e6c2be1f9531b3b297328b33
RUS,Online TA,2,1,0,3094e68fa2dcef55597dd067bc5ef7f1bbf517f4bae77e4a3087cd1dfbb74f69
NULL,Online TA,2,2,0,6c48187cd4e0d1ec30b85363f30deafacdce1b76930fe402a241d83af5f8e67d
SWE,Direct,3,1,0,ae96aad1608afbe4841d25c09a23f45065052d1702933a2e424da0dde424dd2b
CN,Direct,3,0,0,65e54d312123cf6055779f71335b2d67dd3964d78b4af6e14b5728a1abc2acd0
NZL,Online TA,2,0,1,b3a089b30acc16beb919630eab2358c5faa58244fbb5e3d9c2f256058ae698b2
PRT,Offline TA/TO,1,0,0,a5cbb92311f3a6031c5d58f67bbb4d1b8ee780f75b096577a5fdd9bd9b56cbf3
MOZ,Online TA,2,1,0,5c4578e4a53cb0198a87bd9ccf72a656e029e737830015d849989b885991dc00
FRA,Offline TA/TO,1,0,0,13996e3bbf66a0c5426c2ef36c7d9de1d309da588739c4de0f7ef11eff9341fc
IRL,Online TA,1,0,0,9533a63f8cfaa59e3d6182116a33dd5c2883f5268237c72be17f5c575fe86afc
IRL,Online TA,2,1,1,6006a9e3fa2966e13ac7698361b5fda0781218d0796fd63f0f353cca0bac01e5
NLD,Groups,1,0,0,b2542ec5dd8d32d656e4ed99a084d3ec5738c3a8358341a559c5f09efc5e5569
NULL,Direct,2,0,1,79b2ee209670da7a71cfac2c34889fd17587bb8300f29fab155c0b73d3c955f4
MOZ,Online TA,3,0,0,a6255154875c9e2b8a63d9a41d8da60bbe1cafe90f2dbcd434a363822998c469
SWE,Groups,2,0,1,ccf19560415ff964034cbf08d236453cd21dce48d12ff47c9af0b586f9741861
ITA,Offline TA/TO,2,0,0,13a04a824e5911d93cc4ef3ffde6a0e74c12ed55f5bd1c8409d29619e6fc4492
UKR,Online TA,2,0,0,9370cf246ab26bc57e9f695793cd3e152a075e43007818bfdf584ce406674a74
NOR,Online TA,1,0,0,caf38be8298bdeab108a53650d9e1eeeaf2cb16ec51aacd920f3c0a262af2b72
KAZ,Online TA,2,0,0,55ce4eb5ffeaf86eb60baa50cc32260803346f8550b690a29b4ac6443555d917
CHN,Online TA,1,0,0,9cf60525caa66cc309a3abb1aaf24b2d1801f001221a16b47eb6b7dbc3ce0ad6
RUS,Direct,1,0,0,519db60b816ce05b0fc206ff8460a637e2bd263ab9821ffb6d7938f5dad7c0aa
BWA,Online TA,2,1,0,55b0a3c8fa4ea7fa263f70780e1ce638226840e69df4cec8f351790aa43f975a
LTU,Online TA,2,1,0,200f9247b3c9b73875ca2c6cf04ae157c28d07e0ba7d996531c932591308dbe5
NLD,Online TA,3,0,0,f8c864c0c81a8b1bdf9011e23349e609d39ae533372270178e9aa22ad736ad2a
PRT,Direct,3,2,0,fa85217aa54e270b061c3502e7017d426c69c3adf444a7e1aa978dfee9edbf93
NLD,Direct,2,2,0,ef952abe7d961edca45c0c9e2579352f376e389a9e74899f5644e55cfc2d1a2c
CHN,Direct,1,0,0,527b1d47bdeae49bb1ff20cc6b3a61d0ecd83eea489d325426515aaa902f27a6
AUS,Direct,2,0,1,57e3920105b3681019b9251ff53c7a0c266005dac8d11c4a4a992554535cf46e
SVN,Online TA,2,0,0,4b3975a20bace67fb0bdea9e4f2762c7bdb5b8cdf64c6338e63741dda8fa9ae0
CN,Online TA,2,0,0,294d4479079cfb1b40af7b4b2a197326c3356ec299414555babf4966d9e6de43
GIB,Groups,2,0,0,ec409d70db25903fe75f63cdfc02640303da2997424e5cd0195afe02bdbdf070
FRA,Online TA,1,1,0,2a977987e8e3577a9562b30acb2ef69f2639e53a7a7895f8517de2e488e43c9b
DEU,Corporate,1,0,0,102282633578fc09d7045a2ddbd6d5e964dbb778424b8c4a689eaf4a180bce8e
PRT,Groups,2,2,0,ed6dcdbe8342b0b6697ee05d66058e674644c2a59ffd4899342c3cf6fcaafa3e
USA,Direct,2,0,0,6e68e7a49d52b3e2f0d54e4482c385c7b700a377f23e33324b594f48db0a78f6
ROU,Online TA,2,2,0,941b186247444213c6ba5ae6f99eb9a7795df9a8239f27cec5079069f6ba6c14
PRT,Offline TA/TO,2,0,0,d7b55628fb1ff5c716cd7a670a3774954f98c5a1d8845a9445dca0cb42f8bf3e
FIN,Online TA,2,0,1,b7379f4ff4ff68dcb7ccd502395ba38f81193d491ec9635851a035d40ac2e8ca
CHN,Direct,2,0,0,62c384e971120e9a66bddf2378351b03657d7f89a4ca2bed5829146b898fee58
PRT,Direct,3,0,1,974a8e4e187a7b11ef51db9a4af75032448a55ea6af4c294e5416bbc6a4a1203
ARG,Direct,3,0,0,728541278e29b5d6eef4958f364f13c3b2258351528e82e9c6df8e1b45ce80cc
ROU,Groups,2,0,0,548d3f42130c54a67f893fe3b945b01e38fa4c2932c49e46ba85ac6e04ecdb12
GBR,Online TA,3,1,1,aa4ffebad916827a456b713cd47f02efc684604bd9fa70b57adc1dd5711cccff
IRL,Corporate,1,0,0,09709e2a43effcf94c35026cad932f1cb2efb0dc6b9d0bb93e2bc2e70272af7b
BEL,Online TA,2,2,0,d50c97b92c0573583e9b804a7e18763c41060b293499c417b037904ee142f69f
NLD,Online TA,2,1,0,612df987d4b2caa3f13c949d2a6668195cde35aafedfc6b9a61c9a7524f07fea
NLD,Groups,2,2,0,d4061d10c0692c3de98af18f1c72175af5ed26082f390e63967d957eccca048a
ESP,Online TA,2,2,1,6480c65ec81df4d09bba0d2620d011d5bbf8843dfaff4247ac1057d3868cb953
PRT,Offline TA/TO,2,2,0,fb7a4f77b3854f1f5c3eafae9828813d120578e64359b947dbd138f796086dc0
CN,Groups,1,0,0,82bfd57ef8030ee6e461989db3e4d7a4904219487721b14b0b4fe53ee7ef3f5d
LBN,Direct,2,0,0,a9fa031d91f9618b1555cc2d5e8a23383c256c3b6de2cfd548ebc2571589ab64
ESP,Offline TA/TO,2,0,0,202f3971bb224818a75726911ad7f3bef3f7bb729514c206ed389313523ffee2
USA,Direct,2,1,0,f4dfd9bdc18a984531cdf702ec90079fbb724e8c99f42a9a3ac7d8f7ebf07a1e
DEU,Online TA,3,0,0,743dd08207ba6068703246aeb7c28a12fa33163a595c403e58f86af28fa67b6b
DEU,Offline TA/TO,2,1,0,5b6f91849c7955224c87fc5d9baabf73b8c646e34f9008b1bf9c43da8c1c41df
PLW,Online TA,2,0,0,f28b1965bcb53999976a3f10a3509e03a61eeb2a05436a73819419e7360b7d45
GBR,Groups,2,2,0,741f6eb1db5abfa392816c0f4fc2af1b60bbc626ac38d836a112fd7766a9f123
HUN,Offline TA/TO,2,0,0,877401ee9a5cbc4c4e4cc288e06f910338351baf18bfaf06658e002ff8ee3301
CN,Direct,1,0,0,99474f94e882f7fa4371e2695a9f38c8b7d76216610aca6eafc7c8be647800d8
ESP,Online TA,4,0,0,fc91163fa1a021845b1789b8f7eaba02ec770e00a80a475cd4ef9ba7732c5825
NLD,Direct,3,0,0,b966e8b927ab560069db21d5d1eb353cd1a87ce53abf19c9edc7cd6fd86d92ff
GIB,Online TA,2,0,0,86e4f565b1035a71dd215186888e1e3a8cfd4fef4d9b164e7be9c6566b4864b7
GBR,Online TA,3,1,0,54be2e3739512d6d83702e7497fa6dc015a360ffc9657dc35d9406af757bb98e
PRT,Direct,2,2,1,9e2e7d30af5e1eb80315cce81cab8d4dfe65c4324cec665cb3a39f2ae49c3880
ARG,Offline TA/TO,2,0,0,7fdd761fac55ac40505105895a2fa57e8fce51edc346adcb2ac39d25039b86ff
PRT,Online TA,2,1,1,a96d34d1201c55100b6b9cc40cad0019e82fbcda9775cc84ccd4fb723b61fb28
DEU,Direct,2,2,0,04d196a77c412fe73694201101de3129433ce368618c5af0d34c8cf0ee9e339b
DZA,Direct,2,0,0,25424afcecd140ac312165e3476ee39f305716284cc23fde3ccfaa49693b9763
NOR,Groups,1,0,0,efb635fc1cb1ec0cdea1ff251793e031074d6ba3251ffdc43fad64ec0443cc61
IRL,Online TA,2,2,0,838f53d66b544fd6a1adf5035f2a15c0d07b309211ffa89cc56f7739350b83aa
BEL,Corporate,1,0,0,0ca2e74887571d0e17f9ac221aaa731ca69111a258f53d31884d6cb91337eba5
JPN,Online TA,2,0,0,cc2fd9f9b965e41a626c9e3fc3919ecee6e0233c7c98c67f5bed577887c57882
ESP,Complementary,2,2,0,d009449532b03d6537761dcdfc34ee2742284ed449eecb9a9051b4b9825d9207
DEU,Direct,2,1,0,26a182caab9cb6db1b14ab468d7d18bb7d2249ee0c9570a563e228e2bd4b38dd
LVA,Online TA,2,0,0,9444390bfc1a5dacf0ca14ea96b719e09ab8981009b1b8ba414f384fca811fd7
PRI,Direct,2,0,0,f5877990f21935d974953c7cddb9d319a307f8a40272831ddb976a785ad696a3
LVA,Direct,2,0,0,f3348e5e719d7057fc4c0a2f8e63d61c2f70f0c160e3e6378e90ba64dfc266e5
ESP,Offline TA/TO,2,0,1,d26f261e03e26ef001da1dbf3f75f1f1b92ce5de137d961af002746ad55c0ee2
NLD,Offline TA/TO,2,0,0,58d96e4eb660d43dd0b32afb906ccce03d45c899471ab9335d7f07ebfeef6ef1
BRA,Online TA,1,0,0,1f17752eb7e635360f70d60c2ff890644dc6d5c0da673cba51c18ca63f596bc0
IRL,Online TA,2,1,0,fc38a497ae8103a069907f9058b7a3c111342ea2e0981318f75f0c4be198173f
NLD,Online TA,2,2,0,6725cb23c4e9a81d2e14adfea6706371446e780ed0b159856adce883d084dad8
IRL,Online TA,2,0,1,2bf7440614aaed7b4d396d2e6c9bded76099be9b6bc468734d66c23038b94344
CIV,Direct,2,0,0,d9df7ad0d1a0c1882294782b50f5e86fe2451ff55561c2d36e9cf8170c8b8b62
SRB,Offline TA/TO,2,1,0,89aeefdc6761bc469d2e368203855af2854e2b94b33dabc7f1094f74c16d2781
EST,Online TA,2,0,0,5250564de0abb798e183164b48b5cc6c02a981bf62d9fe68c97e0cccbdb8d639
LVA,Offline TA/TO,2,0,0,6655764814ef9d624ea85937e092dd90c12b1f5776790bb3037bc6c95b461657
FRA,Groups,2,0,0,5b71a395daca5b8b354f3cc9e8091016727821e19d920f98fd83c84e420ed217
GBR,Direct,3,0,0,b447a5fc29f3bcaae8918df1950606cf7832f15a0382628a100921f67086706b
NULL,Groups,1,0,0,e095d189ef0ac41a9cb77c1e16f7e0326154706a10084fc16a63d59f519779ef
FIN,Direct,2,0,0,8b5fbbc8b56e30d9d5575d003fc0635a525b2b26eb859f7d4fda64b31454e18f
AUS,Direct,3,2,0,622e2abbbf97e0805d62b3b01624cd6c557daaf38ad5b1e14de3e917182ab012
GBR,Groups,1,0,0,c30401498dfc7095b43a6d065431203604dd2e96ebf8fa22ea98bfa1620204dd
ESP,Corporate,2,1,0,57ce6dacd3f327acd7c05d1de75176340f34fa5eb8d371d13a00ba5bc157b8db
LTU,Direct,2,0,0,4f3979d0b4bdc52efb707ba81d5e90b32b88fa2efe4514836fa0a2eeb2bd4852
ARE,Direct,1,0,0,d6ac40e5a8ed694152d278c830a1d47b0db90f312ce9d97063003411d3e7e2f8
CHN,Groups,1,0,0,1f92007d193d1986886d77eb5a3f571bdf5deae736e3a8e3e5a58253abb50f91
PRT,Direct,3,0,0,45e6c4fbd679896fbae81c00ba585c3014a7a1496f085661827c9b9637114f2e
GBR,Online TA,2,2,0,cb48a1fa174661e101b79b899bcc4ede783e524c76e2b4798616d54c078d5e16
IRN,Online TA,2,0,0,7455041a82c8813152c366d6e667eda79db1766b5fae89d4db3fcbbe90efb1eb
POL,Direct,2,0,1,a4286e19db5af6f26d3f4436db83963b967aa959ed819f7948e90b9321b62bc6
LBN,Online TA,2,2,0,fe388746fbc7904173b51239222b2a200f0ed2e9b7d4819132eb0862d1fa2d0c
CHL,Groups,2,0,0,68de8f5bd4f8298a4fa369c24317094d10a7b696c7c11b2a86ed8510cc02a780
UKR,Groups,1,0,0,871ae502c3794e102207b9cfd872cf1e9912c140b0a857d671d986b9c065071b
AUT,Corporate,2,0,0,f8c7ab31625c0f654d6c7446f1e3a3adf3f4f9f06927f5940697522baf254faa
POL,Online TA,2,1,0,72002d9b86cd2b551ff800cb24afa6150c936d35a0e7a7afbd6d3b695360ba6b
IRL,Online TA,2,0,0,6e46387299a3648dbd2e418ef33b49871cea77546d2676789f4242db663236ed
IRL,Direct,3,0,0,567dec3c0bf752a0263e6143abe5d9391005c66eabaad191a72981100eb72434
MAR,Online TA,2,0,0,194c6492591b333bdc22ffbaef0907e90bfe50fd33ed68931f3aaecc34e867e1
FRA,Direct,2,2,0,2248f5f03a440a07f27d14a878efd01c72ecca3b1be3f9baf7151535030f8f15
BEL,Online TA,2,0,1,4c8ddf82b21f49e61a04d09fa9213d114fc2490decc7b87273e9ec21a8589158
CHE,Online TA,1,0,0,315a843ab24aa5863c3f1c273941a09a3ca17ae5d4196d391a0aa0b86db2a59e
IDN,Groups,1,0,0,9541309cd420a294290316993dfe786f8d7e92d11a14eb1c6d2cf3690d4a85f5
MAR,Offline TA/TO,3,1,0,f7ad78e6b560c300ff24f2f796a32d9b462634bb87560754e1fe236ecb53b6a0
ZAF,Direct,2,2,0,527f436ff2389ff545c39de39578858531f940710bb879959c53ddf1299cd986
SWE,Online TA,3,1,0,e8bbaf5dad1ab8e77b1b18bd074d0df85643197503db63b71531bd527b9b7f26
CZE,Corporate,2,0,0,92dcc6205ce264fe606ab3bc0b6cceb213b86fe66f1a64ffc590edaae2c5fc86
PRT,Offline TA/TO,3,0,1,68718eb816f27064663b549c5ea62dfc5fe0eafefee3b29933779606d23ccee8
FRA,Offline TA/TO,2,0,1,e8cfc8d093aed6bb9139cafcabc2d9e2ea9e2b94d8ef7f91cef309bef05df6e4
DEU,Offline TA/TO,1,0,0,10c8a29ae49a56e6e8356a5ae119e1775197ec64e77008a92101b5f00d7250ee
VNM,Online TA,2,0,0,5256b27f8f4d9b372ebb5984327ed892938c30aa12518abee1c632f9bbde2508
RUS,Offline TA/TO,3,0,0,9e6d10923d4c4a25cbc899efb1e0ab3888bd48cd91ab557e17b2616ce83098f7
UKR,Groups,2,0,0,6050bf27c663de07253c37856b7a4a80fb273849cbd882f49eda3b0b74146a7d
IRL,Direct,2,0,1,7288d0fc37a10ec06baee10458edf5438af9b511c55df94eea80d27fd3e22fa2
ESP,Groups,3,0,0,b728fe3b947d1e3ee9b0110ea4e46c8aafb40a7a063aceeb3cc60590aa24d3b8
IRL,Offline TA/TO,2,1,1,2c8b650593bc060df8ce6439e0435789165f0cceb3aee374d22f7bfa776234ec
NPL,Online TA,2,0,0,12bc8b47a2e14e021297512d2ee8e169c5071facf877c80f6d74b22e7d323094
PRT,Groups,3,0,0,2d1c89306d616cbf67f72c24e77c54061d2f242bf53fbc2ba5fe84d440c76a91
HUN,Online TA,1,0,0,493bb00846e3a3cfe7b0b9536a2167e1f152653b79579dca58b83751b9c9f7a1
AUS,Groups,2,0,0,ad770ad876f8cd59dc72983ce685eaa0742c7c88a1ff19fe683d77a39121b6ea
BEL,Offline TA/TO,2,0,0,cfd5cc34eb1d2594d66b35277e3a5c611d67c54b232bdb71e825980f5abedc4f
PRT,Groups,2,1,0,572a66b59170f820b538a0bb9881718c03743bffde8462c6721f16f5ffeccdb8
CN,Direct,3,1,0,70ef4f09bcb68e93e298b426a401b906218fba7a8e9c888fbad9e238dd8a6f8d
KWT,Online TA,2,0,0,aacab7886fe8b949c106fff52abdfb74d9df185208e10d9cb99db6978945f16f
GBR,Online TA,2,1,0,17fd4f792c008581935539ad4e2ac1fefbc113b7ef6d014fbc4f809e28d174cf
PRT,Corporate,3,0,0,c55f28d3a0794f56d1459d246104eb2bc0cb4cd1a379b23b43c8d8c598acd8a7
PRI,Corporate,2,0,0,1bf55f48f2fefe4ebaa89bc6e9bd94341560c59a85387be4d2a68e82c564b139
ROU,Offline TA/TO,2,1,0,f04169d7aef83a4aee7698b26ad2f726035e5793f29b7b2a7dd466aa72f5b090
DNK,Online TA,2,0,0,afe080bc52df79129fa6dfc298642f5cd26c16c273d0fbaedff0592ae1a2feae
ITA,Corporate,2,0,0,d14bc3327a3ee81a8b2a8ee5dc9d6e4da11899604ec57ab06c40615bec2b1417
FRA,Complementary,1,0,0,7d014646af3f366faa76e2cc2f3e9591a26fc3dbd50adc461393eaade890a383
ESP,Corporate,3,0,0,745189f9d40dbd5b3da4ea45ec9272c114160b8be344ad6c34dcb0ec5f960c3a
OMN,Groups,2,0,0,4072db9091047ac6b1996b66cb6e70c7e18074d1d220856685e807bb5c15a651
ESP,Online TA,3,2,0,4ccb4a8e3958d6e8502f13901a3ed82a265ab58e35fec7e1409f1e3e21cf4f64
GBR,Groups,2,0,0,3e9ab52bd691e8bf162ccc65fbce46013c1ad2f3d28f5d3293a92abad9e0b2c6
PRT,Corporate,3,1,0,8af0c9bfc693590228bf308bf81a7b0bfd4e396e0419efbdc88efa084e05b12d
DNK,Online TA,1,0,0,621e10f980ac3bc531747a29d8a90325657480fb19274e60b654ae698e77c627
IRL,Direct,2,0,0,5f1460b78a1198c9fd2c49242864b1bf06cccc247c0d639aeea3acfbb4326b5e
FRA,Online TA,2,1,0,50b1875f80b5a172b7a167a3d63ca25dac8f67ac87918451350f544e80e40e15
CPV,Direct,2,0,0,6aa206f50c02b4e7ed6c395d9fc6a2d9f268a37d2244518c365f76dfef2a4510
ITA,Offline TA/TO,3,0,0,15c60d7e77256231f465ec6cb019f4e13cdb0aad23ce7b1d6c2ecc8aa4d22e0a
AUS,Groups,1,0,0,dc70a99465e13c7d75d1cf0098c0bb850515447d73143fd0a044491bd0591472
CN,Offline TA/TO,2,1,0,a29aed94ea634a24e016c007af8207ccbfc39b9add7991ee5535119dac844802
NZL,Corporate,1,0,0,7d5ae76e95ac5caba3c292b7952b91b5d5367a5cfcdc1ba36e1d91fb72bda57c
NULL,Direct,1,0,0,7b41b9b316ea166f2bd4a62ea9442a688698fa9fbfa3fa32b2919ca4d4eeb17d
CN,Online TA,2,2,0,fc792d4929897940a0d2b58720c722c3a26f7db8e6492ad6f30c5f817eeb706b
NOR,Online TA,2,0,0,4e2b2f7d992468d775701f6bc5a87129156d5ddfee93b95f556f7ce2710aeb77
NOR,Offline TA/TO,1,1,0,1f5ff659034e976ae47face5329d97ee3d19b63ba860d0e2a2b2975f464e7b0a
NZL,Online TA,3,0,0,b3b7171e6a5fd12a7fc0d7735edcceb034cf51c957aaf35a28ef9896c48e5d00
NOR,Online TA,2,1,0,b801376728a3e660ae4fc06e8a599782316e1d88425294221398cfdda7d7752b
BGR,Online TA,2,0,0,734814cee933b0a6acf03ff98d2f6c107ce1645360d424497535ae35da60cdc0
NULL,Offline TA/TO,2,0,0,136d5c9a77ebbce03bf20f7656d3dad43477a4a1dae09cf09d6f2b03937eb588
PRT,Complementary,3,0,0,6528bf0546cf2cd3381d82df76e5b44850bc8f140fe0d3355d12ca3b409f725f
ALB,Offline TA/TO,2,0,1,947e0bc7180d1bc768d6184c7976682906eb6e0a82fc73b84edafbf3eed56eaf
USA,Groups,1,0,0,b5a07ab56a0ace55f781884532a777189ae744e557e7a33a5cd94ed17bfc858e
ROU,Online TA,2,0,0,285fa2973a2d5c2e57e05ffbe716cb5c30fb68cf83b619864c678f72a0b036e3
NULL,Offline TA/TO,3,0,0,adf247676b0324a244da3e619dc8321c816d9a69cecde41aef6b96c59f9d8077
ESP,Direct,3,1,0,bdb3d97dc1d6db757443257ad5f18c890011d453b15e23b8f7f6d7d1b254f8ee
ESP,Direct,2,3,0,f9034d754caad4b18b73abd4dc15acdb45a46a27bb26830f463dd76a533cddca
GBR,Online TA,2,1,1,358373e50099c9792555595e4849ae10addf2ed557694b643f3e6a312c26f5e4
CHE,Corporate,2,0,0,9cf6f27cb376db8ed02fd943017996054599e45dfaa34e34e32372ee4e339383
LUX,Direct,2,0,0,4b601d2ccbecdbe503dc357325f9031cff3fd04ad9979508ea6096f7109101fe
AZE,Online TA,1,1,0,54db6285c55536bb4a02df0f8c3dc41acc8d3364446909fe0b0e011f761906b0
ESP,Complementary,2,0,0,391b59171aa4f307b5051f4e5511c4e1051fd1528c2923acc596131baa4d39a8
ESP,Corporate,2,0,1,73748fa5bda731f23c1660f1209d03e5567fedcbe846d44d7c6cd59567ccd26e
ESP,Direct,3,0,0,808575c1a15c291b231f72c44284e0377b9ebe8b1c604e741aa7d0e2c8f8ff2b
IRL,Offline TA/TO,3,0,0,233868c1682700d4212dea8df9188ceff58f580578025c9b4eff1c3a0ceb9fcb
NOR,Offline TA/TO,1,0,0,6fccf95738dec9b18d8dc0937142f6df31de0aa18551dea98bd68b67003a8a3c
DEU,Online TA,1,1,0,1cc7f94c3ffce5f01ab7d5a48c33a6cdc9265a8a70aa9b1896abd5a6e85d0ce7
RUS,Groups,2,0,0,da1f2ebea16326a6992b95fca723c5e79728c8ab6387ba5f36d30c4a26fe8a33
GBR,Online TA,4,0,0,586f6967d101f1c06e0e49294aa68c6474b7cae085fc47d7714586758eefa0fb
CHE,Direct,2,1,0,f7f2fc53226ec80e15785c5638c3b996848e5fa3f7bb808ea21da0bdd7ae4163
PRT,Offline TA/TO,2,2,1,8d77753ba4d7da8a4bb9cd2f78d3884b5598348fce638f57c895b400d1035a65
PRT,Online TA,1,0,0,9ad926ca76929322c1e8436c683914a7ea374a2e4b377ea5015a46807bbe3ec5
